                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.2743,   135.4050,   134.1226,   171.1438,   134.1226,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0758,    25.0000,     0.0000,     0.0000,    39.8649,    82.0000,   456.8743,    84.3681,    89.0971,   898.9476,     0.2541,   823.0276,    57.3829,     5.0000,     0.0000,          E,          0,    0.34177,     6.0000,     5.2316,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.2834,   140.0000,   138.6274,   176.8415,   138.6274,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0699,    25.0000,     0.0000,     0.0000,    40.3380,    82.0000,   460.8942,    84.5512,    89.2507,   909.6144,     0.2533,   825.4281,    57.4606,     5.0000,     0.0000,          E,          0,    0.35115,     6.0000,     5.0722,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.2933,   145.0000,   143.5294,   183.0371,   143.5294,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0644,    25.0000,     0.0000,     0.0000,    41.0752,    82.0000,   466.5116,    84.7933,    89.4440,   926.2402,     0.2518,   828.5012,    57.6073,     5.0000,     0.0000,          E,          0,    0.36020,     6.0000,     4.9186,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3032,   150.0000,   148.4314,   189.2255,   148.4314,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0598,    25.0000,     0.0000,     0.0000,    41.9645,    82.0000,   472.8145,    85.0293,    89.6440,   946.2920,     0.2498,   831.7910,    57.7940,     5.0000,     0.0000,          E,          0,    0.36849,     6.0000,     4.7801,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3132,   155.0000,   153.3775,   195.4650,   153.3775,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0559,    25.0000,     0.0000,     0.0000,    43.0516,    82.0000,   480.5314,    85.2643,    89.8699,   970.8076,     0.2475,   835.6948,    58.0486,     5.0000,     0.0000,          E,          0,    0.37555,     6.0000,     4.6576,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3233,   160.0000,   158.3444,   201.7237,   158.3444,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0526,    25.0000,     0.0000,     0.0000,    44.3731,    82.0000,   490.0077,    85.5425,    90.1253,  1000.6059,     0.2449,   840.0812,    58.4970,     5.0000,     0.0000,          E,          0,    0.38106,     6.0000,     4.5522,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3333,   165.0000,   163.3112,   207.9750,   163.3112,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0498,    25.0000,     0.0000,     0.0000,    45.9681,    82.0000,   501.8090,    85.9444,    90.4635,  1036.5735,     0.2421,   845.8660,    59.0535,     5.0000,     0.0000,          E,          0,    0.38456,     6.0000,     4.4659,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3433,   170.0000,   168.2781,   214.2204,   168.2781,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0475,    25.0000,     0.0000,     0.0000,    47.9445,    82.0000,   516.6260,    86.4653,    90.8811,  1081.1418,     0.2389,   852.9824,    59.7638,     5.0000,     0.0000,          E,          0,    0.38562,     6.0000,     4.4003,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3533,   175.0000,   173.2450,   220.4595,   173.2450,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0456,    25.0000,     0.0000,     0.0000,    50.0061,    82.0000,   532.0616,    87.0080,    91.3031,  1127.6295,     0.2359,   860.2126,    60.4986,     5.0000,     0.0000,          E,          0,    0.38616,     6.0000,     4.3418,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3633,   180.0000,   178.2119,   226.6911,   178.2119,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0440,    25.0000,     0.0000,     0.0000,    52.3213,    82.0000,   549.2651,    87.7039,    91.7705,  1179.8372,     0.2328,   868.5554,    61.3287,     5.0000,     0.0000,          E,          0,    0.38541,     6.0000,     4.2952,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3733,   185.0000,   183.1841,   232.9225,   183.1841,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0426,    25.0000,     0.0000,     0.0000,    54.8508,    82.0000,   568.6217,    88.4895,    92.2932,  1236.8773,     0.2299,   878.0614,    62.2355,     5.0000,     0.0000,          E,          0,    0.38325,     6.0000,     4.2612,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3832,   190.0000,   188.1592,   239.1502,   188.1592,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0414,    25.0000,     0.0000,     0.0000,    57.6987,    82.0000,   590.7284,    89.3831,    92.8846,  1301.0953,     0.2270,   888.9886,    63.2610,     5.0000,     0.0000,          E,          0,    0.37945,     6.0000,     4.2415,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.3932,   195.0000,   193.1344,   245.3698,   193.1344,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0404,    25.0000,     0.0000,     0.0000,    60.7167,    82.0000,   614.1339,    90.2812,    93.5032,  1369.1527,     0.2243,   900.5229,    64.3412,     5.0000,     0.0000,          E,          0,    0.37511,     6.0000,     4.2286,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.4032,   200.0000,   198.1095,   251.5828,   198.1095,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0396,    25.0000,     0.0000,     0.0000,    63.9266,    82.0000,   638.5948,    91.2081,    94.1397,  1441.5349,     0.2215,   912.2134,    65.4837,     5.0000,     0.0000,          E,          0,    0.37047,     6.0000,     4.2209,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.4131,   205.0000,   203.0846,   257.7878,   203.0846,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0388,    25.0000,     0.0000,     0.0000,    67.3753,    82.0000,   664.8522,    92.2237,    94.8161,  1519.3013,     0.2188,   924.1445,    66.7252,     5.0000,     0.0000,          E,          0,    0.36518,     6.0000,     4.2212,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.4230,   210.0000,   208.0598,   263.9850,   208.0598,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0381,    25.0000,     0.0000,     0.0000,    71.0938,    82.0000,   693.9642,    93.1404,    95.5564,  1603.1542,     0.2164,   938.2160,    68.0670,     5.0000,     0.0000,          E,          0,    0.35879,     6.0000,     4.2330,
Trumpas 4           , 16000.0000,     0.0000, 21000.0000,     0.4329,   215.0000,   213.0348,   270.1742,   213.0348,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0376,    25.0000,     0.0000,     0.0000,    75.0541,    82.0000,   728.1938,    94.1440,    96.3710,  1692.4574,     0.2151,   953.7579,    70.0256,     5.0000,     0.0000,          E,          0,    0.35042,     6.0000,     4.2645,
