                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.2489,   124.9364,   124.0910,   155.9136,   124.0910,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0762,    25.0000,     0.0000,     0.0000,    31.9444,    82.0000,   401.2544,    81.3161,    87.0536,   720.3414,     0.2785,   789.8982,    54.7882,     5.0000,     0.0000,          E,          0,    0.46333,     6.0000,     4.0947,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.2565,   129.0000,   127.9245,   160.6972,   127.9245,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0707,    25.0000,     0.0000,     0.0000,    32.2555,    82.0000,   405.4927,    81.5207,    87.2121,   727.3566,     0.2787,   792.3630,    54.8520,     5.0000,     0.0000,          E,          0,    0.47029,     6.0000,     4.0142,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.2661,   134.0000,   132.7451,   166.7090,   132.7451,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0648,    25.0000,     0.0000,     0.0000,    32.7491,    82.0000,   411.4511,    81.8204,    87.4357,   738.4868,     0.2786,   795.8395,    54.9459,     5.0000,     0.0000,          E,          0,    0.47809,     6.0000,     3.9218,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.2759,   139.0000,   137.6470,   172.8163,   137.6470,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0599,    25.0000,     0.0000,     0.0000,    33.5326,    82.0000,   418.7909,    82.1761,    87.7018,   756.1538,     0.2769,   800.0026,    55.1192,     5.0000,     0.0000,          E,          0,    0.48429,     6.0000,     3.8399,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.2856,   144.0000,   142.5490,   178.9184,   142.5490,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0558,    25.0000,     0.0000,     0.0000,    34.5211,    82.0000,   426.7840,    82.5582,    87.9914,   778.4461,     0.2741,   804.5515,    55.3470,     5.0000,     0.0000,          E,          0,    0.48952,     6.0000,     3.7660,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.2953,   149.0000,   147.4510,   185.0164,   147.4510,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0523,    25.0000,     0.0000,     0.0000,    35.6913,    82.0000,   435.2044,    82.9591,    88.3009,   804.8336,     0.2704,   809.4302,    55.6217,     5.0000,     0.0000,          E,          0,    0.49406,     6.0000,     3.6983,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3051,   154.0000,   152.3841,   191.1463,   152.3841,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0494,    25.0000,     0.0000,     0.0000,    36.9379,    82.0000,   443.1543,    83.3263,    88.6064,   832.9438,     0.2660,   814.4320,    55.9121,     5.0000,     0.0000,          E,          0,    0.49903,     6.0000,     3.6318,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3150,   159.0000,   157.3510,   197.3134,   157.3510,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0471,    25.0000,     0.0000,     0.0000,    38.4817,    82.0000,   452.5965,    83.7664,    88.9811,   867.7552,     0.2608,   820.7322,    56.2794,     5.0000,     0.0000,          E,          0,    0.50224,     6.0000,     3.5748,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3248,   164.0000,   162.3179,   203.4746,   162.3179,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0451,    25.0000,     0.0000,     0.0000,    40.3275,    82.0000,   465.8749,    84.2303,    89.3746,   909.3790,     0.2562,   827.3067,    56.7239,     5.0000,     0.0000,          E,          0,    0.50115,     6.0000,     3.5373,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3346,   169.0000,   167.2848,   209.6299,   167.2848,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0435,    25.0000,     0.0000,     0.0000,    42.4230,    82.0000,   481.2463,    84.7104,    89.7794,   956.6313,     0.2515,   834.0595,    57.2291,     5.0000,     0.0000,          E,          0,    0.49794,     6.0000,     3.5106,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3445,   174.0000,   172.2516,   215.7792,   172.2516,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0421,    25.0000,     0.0000,     0.0000,    44.7303,    82.0000,   498.1859,    85.2203,    90.1899,  1008.6605,     0.2470,   841.0461,    57.7831,     5.0000,     0.0000,          E,          0,    0.49335,     6.0000,     3.4917,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3543,   179.0000,   177.2185,   221.9216,   177.2185,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0409,    25.0000,     0.0000,     0.0000,    47.2578,    82.0000,   516.6655,    85.7472,    90.5968,  1065.6553,     0.2424,   847.9549,    58.5940,     5.0000,     0.0000,          E,          0,    0.48759,     6.0000,     3.4799,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3641,   184.0000,   182.1891,   228.0626,   182.1891,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0399,    25.0000,     0.0000,     0.0000,    49.9579,    82.0000,   536.9548,    86.4841,    91.1280,  1126.5419,     0.2383,   857.0692,    59.5820,     5.0000,     0.0000,          E,          0,    0.48060,     6.0000,     3.4757,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3739,   189.0000,   187.1642,   234.2029,   187.1642,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0390,    25.0000,     0.0000,     0.0000,    52.9138,    82.0000,   559.2640,    87.2912,    91.7090,  1193.1981,     0.2344,   867.1633,    60.6666,     5.0000,     0.0000,          E,          0,    0.47241,     6.0000,     3.4794,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3837,   194.0000,   192.1393,   240.3366,   192.1393,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0383,    25.0000,     0.0000,     0.0000,    56.0968,    82.0000,   583.2047,    88.2258,    92.3275,  1264.9730,     0.2305,   878.4055,    61.8350,     5.0000,     0.0000,          E,          0,    0.46354,     6.0000,     3.4890,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3934,   199.0000,   197.1145,   246.4625,   197.1145,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0377,    25.0000,     0.0000,     0.0000,    59.3989,    82.0000,   608.9799,    89.2275,    92.9853,  1339.4368,     0.2273,   890.6255,    63.0414,     5.0000,     0.0000,          E,          0,    0.45398,     6.0000,     3.5049,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4032,   204.0000,   202.0896,   252.5819,   202.0896,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0372,    25.0000,     0.0000,     0.0000,    62.8715,    82.0000,   635.8571,    90.2525,    93.6579,  1417.7416,     0.2242,   903.0693,    64.3069,     5.0000,     0.0000,          E,          0,    0.44441,     6.0000,     3.5241,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4130,   209.0000,   207.0647,   258.6944,   207.0647,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0367,    25.0000,     0.0000,     0.0000,    66.5353,    82.0000,   663.6370,    91.2912,    94.3405,  1500.3606,     0.2212,   915.0991,    65.6396,     5.0000,     0.0000,          E,          0,    0.43502,     6.0000,     3.5457,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4227,   214.0000,   212.0398,   264.7997,   212.0398,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0362,    25.0000,     0.0000,     0.0000,    70.4589,    82.0000,   693.5950,    92.4191,    95.0790,  1588.8365,     0.2183,   928.1518,    67.0669,     5.0000,     0.0000,          E,          0,    0.42503,     6.0000,     3.5739,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4324,   219.0000,   217.0149,   270.8978,   217.0149,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0358,    25.0000,     0.0000,     0.0000,    74.5904,    82.0000,   725.9214,    93.4248,    95.8672,  1682.0016,     0.2158,   943.0825,    68.5667,     5.0000,     0.0000,          E,          0,    0.41450,     6.0000,     3.6089,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4422,   224.0000,   222.0000,   277.0001,   222.0000,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0355,    25.0000,     0.0000,     0.0000,    78.7795,    82.0000,   762.1916,    94.4351,    96.6856,  1776.4655,     0.2145,   958.7726,    71.1444,     5.0000,     0.0000,          E,          0,    0.40279,     6.0000,     3.6553,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4479,   226.9152,   224.9152,   280.5659,   224.9152,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0353,    25.0000,     0.0000,     0.0000,    81.3783,    82.0000,   784.7230,    95.0046,    97.1874,  1835.0675,     0.2138,   968.5411,    72.9983,     5.0000,     0.0000,          E,          0,    0.39577,     6.0000,     3.6859,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3161,   159.5811,   157.9283,   198.0300,     1.0000,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0469,    25.0000,     0.0000,     0.0000,    38.6832,    82.0000,   453.8378,    83.8261,    89.0307,   872.3004,     0.2601,   821.5635,    56.3279,     5.0000,     0.0000,          E,          0,    0.50245,     6.0000,     3.5690,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.3359,   169.6272,   167.9078,   210.4019,     0.9900,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0433,    25.0000,     0.0000,     0.0000,    42.7019,    82.0000,   483.2940,    84.7736,    89.8309,   962.9220,     0.2510,   834.9313,    57.2963,     5.0000,     0.0000,          E,          0,    0.49742,     6.0000,     3.5079,
29 bandymas         , 15000.0000,     0.0000, 18000.0000,     0.4479,   226.9152,   224.9152,   280.5665,   999.0000,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0353,    25.0000,     0.0000,     0.0000,    81.3788,    82.0000,   784.7279,    95.0048,    97.1875,  1835.0801,     0.2138,   968.5433,    72.9988,     5.0000,     0.0000,          E,          0,    0.39576,     6.0000,     3.6859,
