                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.2688,   135.3683,   134.0866,   171.6069,   134.0866,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0761,    25.0000,     0.0000,     0.0000,    40.1496,    82.0000,   468.1509,    85.5064,    90.5736,   905.3679,     0.2585,   845.0450,    57.6475,     5.0000,     0.0000,          E,          0,    0.39860,     6.0000,     4.4379,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.2778,   140.0000,   138.6274,   177.3721,   138.6274,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0701,    25.0000,     0.0000,     0.0000,    40.6353,    82.0000,   472.7010,    85.7262,    90.7548,   916.3198,     0.2579,   847.9307,    57.7330,     5.0000,     0.0000,          E,          0,    0.40696,     6.0000,     4.3286,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.2876,   145.0000,   143.5294,   183.5913,   143.5294,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0646,    25.0000,     0.0000,     0.0000,    41.3997,    82.0000,   479.0303,    86.0053,    90.9797,   933.5557,     0.2566,   851.5399,    57.8938,     5.0000,     0.0000,          E,          0,    0.41457,     6.0000,     4.2249,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.2973,   150.0000,   148.4314,   189.8039,   148.4314,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0600,    25.0000,     0.0000,     0.0000,    42.3178,    82.0000,   486.0421,    86.2913,    91.2095,   954.2593,     0.2547,   855.2348,    58.1523,     5.0000,     0.0000,          E,          0,    0.42137,     6.0000,     4.1310,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3071,   155.0000,   153.3775,   196.0674,   153.3775,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0561,    25.0000,     0.0000,     0.0000,    43.4141,    82.0000,   493.9862,    86.5566,    91.4506,   978.9819,     0.2523,   859.3755,    58.5497,     5.0000,     0.0000,          E,          0,    0.42727,     6.0000,     4.0460,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3169,   160.0000,   158.3444,   202.3515,   158.3444,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0528,    25.0000,     0.0000,     0.0000,    44.7457,    82.0000,   503.6982,    86.8568,    91.7209,  1009.0076,     0.2496,   864.1573,    59.0505,     5.0000,     0.0000,          E,          0,    0.43151,     6.0000,     3.9737,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3268,   165.0000,   163.3112,   208.6290,   163.3112,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0500,    25.0000,     0.0000,     0.0000,    46.3941,    82.0000,   515.8389,    87.2144,    92.0298,  1046.1802,     0.2465,   869.5995,    59.6940,     5.0000,     0.0000,          E,          0,    0.43352,     6.0000,     3.9165,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3366,   170.0000,   168.2781,   214.9007,   168.2781,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0477,    25.0000,     0.0000,     0.0000,    48.3858,    82.0000,   530.7490,    87.6656,    92.4012,  1091.0919,     0.2432,   876.1234,    60.4945,     5.0000,     0.0000,          E,          0,    0.43316,     6.0000,     3.8745,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3464,   175.0000,   173.2450,   221.1669,   173.2450,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0458,    25.0000,     0.0000,     0.0000,    50.4213,    82.0000,   546.2939,    88.1774,    92.8133,  1136.9922,     0.2402,   883.3633,    61.3124,     5.0000,     0.0000,          E,          0,    0.43231,     6.0000,     3.8375,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3562,   180.0000,   178.2119,   227.4262,   178.2119,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0441,    25.0000,     0.0000,     0.0000,    52.8161,    82.0000,   564.5913,    88.8063,    93.2848,  1190.9940,     0.2370,   891.6878,    62.2918,     5.0000,     0.0000,          E,          0,    0.42938,     6.0000,     3.8139,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3660,   185.0000,   183.1841,   233.6851,   183.1841,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0427,    25.0000,     0.0000,     0.0000,    55.3943,    82.0000,   584.2224,    89.5377,    93.7856,  1249.1323,     0.2339,   900.8324,    63.3501,     5.0000,     0.0000,          E,          0,    0.42567,     6.0000,     3.7969,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3758,   190.0000,   188.1592,   239.9418,   188.1592,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0415,    25.0000,     0.0000,     0.0000,    58.2357,    82.0000,   606.3618,    90.3848,    94.3462,  1313.2064,     0.2309,   911.3242,    64.5241,     5.0000,     0.0000,          E,          0,    0.42044,     6.0000,     3.7905,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3856,   195.0000,   193.1344,   246.1905,   193.1344,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0405,    25.0000,     0.0000,     0.0000,    61.2552,    82.0000,   630.3360,    91.2922,    94.9464,  1381.2946,     0.2282,   922.7608,    65.7739,     5.0000,     0.0000,          E,          0,    0.41437,     6.0000,     3.7916,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3954,   200.0000,   198.1095,   252.4336,   198.1095,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0396,    25.0000,     0.0000,     0.0000,    64.5096,    82.0000,   656.1965,    92.2304,    95.5855,  1454.6807,     0.2255,   935.0624,    67.1263,     5.0000,     0.0000,          E,          0,    0.40755,     6.0000,     3.7998,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.4052,   205.0000,   203.0846,   258.6689,   203.0846,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0389,    25.0000,     0.0000,     0.0000,    68.0075,    82.0000,   683.4732,    93.2067,    96.2462,  1533.5592,     0.2228,   947.4005,    68.5851,     5.0000,     0.0000,          E,          0,    0.40041,     6.0000,     3.8129,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.4149,   210.0000,   208.0598,   264.8972,   208.0598,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0382,    25.0000,     0.0000,     0.0000,    71.7754,    82.0000,   712.9136,    94.2774,    96.9559,  1618.5238,     0.2202,   960.3295,    71.1999,     5.0000,     0.0000,          E,          0,    0.39261,     6.0000,     3.8332,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.4205,   212.8521,   210.8977,   268.4463,   210.8977,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0379,    25.0000,     0.0000,     0.0000,    74.0570,    82.0000,   730.8841,    94.8312,    97.3888,  1669.9725,     0.2188,   968.7366,    72.9977,     5.0000,     0.0000,          E,          0,    0.38781,     6.0000,     3.8486,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3268,   164.9948,   163.3061,   208.6228,     1.0000,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0500,    25.0000,     0.0000,     0.0000,    46.3922,    82.0000,   515.8246,    87.2140,    92.0294,  1046.1367,     0.2465,   869.5936,    59.6932,     5.0000,     0.0000,          E,          0,    0.43352,     6.0000,     3.9165,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.3568,   180.2812,   178.4913,   227.7778,     0.9900,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0441,    25.0000,     0.0000,     0.0000,    52.9570,    82.0000,   565.6668,    88.8440,    93.3124,  1194.1715,     0.2368,   892.1780,    62.3497,     5.0000,     0.0000,          E,          0,    0.42919,     6.0000,     3.8128,
44 bandymas         , 15000.0000,    10.0000, 21000.0000,     0.4205,   212.8521,   210.8976,   268.4462,   999.0000,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0379,    25.0000,     0.0000,     0.0000,    74.0571,    82.0000,   730.8856,    94.8312,    97.3888,  1669.9764,     0.2188,   968.7374,    72.9979,     5.0000,     0.0000,          E,          0,    0.38781,     6.0000,     3.8487,
