                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3056,   130.6578,   129.4885,   189.2801,   129.4885,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0771,    25.0000,     0.0000,     0.0000,    41.4785,    82.0000,   435.4894,    89.7058,    92.3528,   935.3334,     0.2328,   879.0530,    63.9776,     5.0000,     0.0000,          E,          0,    0.50353,     6.0000,     3.6277,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3155,   135.0000,   133.7255,   195.3872,   133.7255,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0713,    25.0000,     0.0000,     0.0000,    41.8907,    82.0000,   438.4064,    89.7250,    92.4331,   944.6282,     0.2321,   880.3884,    64.0661,     5.0000,     0.0000,          E,          0,    0.51411,     6.0000,     3.5424,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3269,   140.0000,   138.6274,   202.4415,   138.6274,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0656,    25.0000,     0.0000,     0.0000,    42.6201,    82.0000,   443.8440,    89.8656,    92.6037,   961.0773,     0.2309,   883.2742,    64.3033,     5.0000,     0.0000,          E,          0,    0.52370,     6.0000,     3.4583,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3383,   145.0000,   143.5294,   209.4864,   143.5294,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0609,    25.0000,     0.0000,     0.0000,    43.7021,    82.0000,   452.1518,    90.1706,    92.8817,   985.4747,     0.2294,   887.9816,    64.7276,     5.0000,     0.0000,          E,          0,    0.52966,     6.0000,     3.3912,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3496,   150.0000,   148.4314,   216.5185,   148.4314,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0569,    25.0000,     0.0000,     0.0000,    44.9484,    82.0000,   461.8395,    90.5446,    93.2043,  1013.5784,     0.2278,   893.4061,    65.2305,     5.0000,     0.0000,          E,          0,    0.53378,     6.0000,     3.3338,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3611,   155.0000,   153.3775,   223.6035,   153.3775,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0535,    25.0000,     0.0000,     0.0000,    46.3372,    82.0000,   472.5115,    91.0231,    93.5677,  1044.8959,     0.2261,   900.4078,    65.7959,     5.0000,     0.0000,          E,          0,    0.53671,     6.0000,     3.2827,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3725,   160.0000,   158.3444,   230.7057,   158.3444,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0506,    25.0000,     0.0000,     0.0000,    48.0627,    82.0000,   485.9361,    91.6257,    94.0346,  1083.8070,     0.2242,   909.5026,    66.5292,     5.0000,     0.0000,          E,          0,    0.53650,     6.0000,     3.2448,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3840,   165.0000,   163.3112,   237.7939,   163.3112,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0483,    25.0000,     0.0000,     0.0000,    50.1863,    82.0000,   502.5320,    92.2669,    94.6202,  1131.6929,     0.2220,   921.4962,    67.4600,     5.0000,     0.0000,          E,          0,    0.53289,     6.0000,     3.2209,
360 bandymas        , 23000.0000,    10.0000, 19500.0000,     0.3954,   170.0000,   168.2781,   244.8701,   168.2781,    30.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0463,    25.0000,     0.0000,     0.0000,    52.3929,    82.0000,   520.4924,    92.9602,    95.2398,  1181.4515,     0.2203,   934.2620,    68.4133,     5.0000,     0.0000,          E,          0,    0.52810,     6.0000,     3.2033,
