                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.2924,   138.7285,   137.3809,   182.8056,   137.3809,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0761,    25.0000,     0.0000,     0.0000,    44.7257,    82.0000,   485.0835,    87.5930,    91.3587,  1008.5571,     0.2405,   860.4880,    61.0572,     5.0000,     0.0000,          E,          0,    0.37685,     6.0000,     4.6229,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3012,   143.0000,   141.5686,   188.3178,   141.5686,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0706,    25.0000,     0.0000,     0.0000,    45.1705,    82.0000,   487.7447,    87.6883,    91.4540,  1018.5879,     0.2394,   861.9348,    61.1569,     5.0000,     0.0000,          E,          0,    0.38610,     6.0000,     4.5017,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3115,   148.0000,   146.4706,   194.7634,   146.4706,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0652,    25.0000,     0.0000,     0.0000,    45.7914,    82.0000,   492.0642,    87.7798,    91.5767,  1032.5894,     0.2383,   864.1855,    61.3177,     5.0000,     0.0000,          E,          0,    0.39581,     6.0000,     4.3749,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3218,   153.0000,   151.3907,   201.2260,   151.3907,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0606,    25.0000,     0.0000,     0.0000,    46.7325,    82.0000,   498.8773,    87.9929,    91.7741,  1053.8110,     0.2367,   867.7232,    61.6229,     5.0000,     0.0000,          E,          0,    0.40336,     6.0000,     4.2682,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3322,   158.0000,   156.3576,   207.7428,   156.3576,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0567,    25.0000,     0.0000,     0.0000,    47.9697,    82.0000,   507.9951,    88.3096,    92.0360,  1081.7097,     0.2348,   872.3492,    62.0579,     5.0000,     0.0000,          E,          0,    0.40895,     6.0000,     4.1782,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3426,   163.0000,   161.3245,   214.2507,   161.3245,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0533,    25.0000,     0.0000,     0.0000,    49.4272,    82.0000,   519.1785,    88.7109,    92.3504,  1114.5758,     0.2329,   877.8434,    62.5865,     5.0000,     0.0000,          E,          0,    0.41267,     6.0000,     4.1035,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3530,   168.0000,   166.2914,   220.7520,   166.2914,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0504,    25.0000,     0.0000,     0.0000,    50.9507,    82.0000,   530.9403,    89.1507,    92.6818,  1148.9304,     0.2311,   883.7260,    63.1350,     5.0000,     0.0000,          E,          0,    0.41578,     6.0000,     4.0359,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3634,   173.0000,   171.2583,   227.2431,   171.2583,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0482,    25.0000,     0.0000,     0.0000,    52.9614,    82.0000,   546.4942,    89.8159,    93.1341,  1194.2703,     0.2288,   892.1154,    63.8980,     5.0000,     0.0000,          E,          0,    0.41582,     6.0000,     3.9891,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3738,   178.0000,   176.2252,   233.7275,   176.2252,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0462,    25.0000,     0.0000,     0.0000,    55.1937,    82.0000,   563.8049,    90.5159,    93.6324,  1244.6084,     0.2265,   901.4557,    64.7494,     5.0000,     0.0000,          E,          0,    0.41455,     6.0000,     3.9525,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3841,   183.0000,   181.1941,   240.2052,   181.1941,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0446,    25.0000,     0.0000,     0.0000,    57.7715,    82.0000,   583.8194,    91.3162,    94.2005,  1302.7384,     0.2241,   912.1500,    65.7439,     5.0000,     0.0000,          E,          0,    0.41144,     6.0000,     3.9292,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.3945,   188.0000,   186.1691,   246.6814,   186.1691,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0431,    25.0000,     0.0000,     0.0000,    60.4118,    82.0000,   604.2532,    92.1310,    94.7784,  1362.2762,     0.2218,   923.1426,    66.7498,     5.0000,     0.0000,          E,          0,    0.40824,     6.0000,     3.9089,
Vidutinis 26        , 18000.0000,     5.0000, 22000.0000,     0.4048,   193.0000,   191.1443,   253.1494,   191.1443,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0419,    25.0000,     0.0000,     0.0000,    63.2367,    82.0000,   626.0341,    92.8921,    95.3900,  1425.9773,     0.2195,   935.0710,    67.8218,     5.0000,     0.0000,          E,          0,    0.40437,     6.0000,     3.8951,
