                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.2916,   135.5250,   134.2402,   179.8395,   134.2402,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0761,    25.0000,     0.0000,     0.0000,    41.9614,    82.0000,   455.8025,    86.2823,    90.0386,   946.2233,     0.2409,   839.6446,    60.0212,     5.0000,     0.0000,          E,          0,    0.39456,     6.0000,     4.5363,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3010,   140.0000,   138.6274,   185.6509,   138.6274,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0703,    25.0000,     0.0000,     0.0000,    42.5159,    82.0000,   459.3027,    86.4320,    90.1689,   958.7270,     0.2395,   841.6450,    60.1701,     5.0000,     0.0000,          E,          0,    0.40420,     6.0000,     4.4131,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3115,   145.0000,   143.5294,   192.1386,   143.5294,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0648,    25.0000,     0.0000,     0.0000,    43.1167,    82.0000,   463.4510,    86.5277,    90.2945,   972.2756,     0.2383,   843.9138,    60.3208,     5.0000,     0.0000,          E,          0,    0.41458,     6.0000,     4.2857,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3220,   150.0000,   148.4314,   198.6164,   148.4314,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0602,    25.0000,     0.0000,     0.0000,    44.0377,    82.0000,   470.0601,    86.7506,    90.4980,   993.0429,     0.2367,   847.4964,    60.6161,     5.0000,     0.0000,          E,          0,    0.42253,     6.0000,     4.1792,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3326,   155.0000,   153.3775,   205.1456,   153.3775,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0563,    25.0000,     0.0000,     0.0000,    45.2155,    82.0000,   478.6445,    87.0656,    90.7590,  1019.6026,     0.2347,   852.0250,    61.0220,     5.0000,     0.0000,          E,          0,    0.42860,     6.0000,     4.0880,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3432,   160.0000,   158.3444,   211.6940,   158.3444,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0529,    25.0000,     0.0000,     0.0000,    46.6456,    82.0000,   489.4380,    87.4784,    91.0809,  1051.8510,     0.2327,   857.5444,    61.5348,     5.0000,     0.0000,          E,          0,    0.43252,     6.0000,     4.0126,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3538,   165.0000,   163.3112,   218.2323,   163.3112,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0501,    25.0000,     0.0000,     0.0000,    48.2106,    82.0000,   501.4071,    87.9666,    91.4402,  1087.1405,     0.2306,   863.8262,    62.0980,     5.0000,     0.0000,          E,          0,    0.43524,     6.0000,     3.9472,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3644,   170.0000,   168.2781,   224.7626,   168.2781,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0478,    25.0000,     0.0000,     0.0000,    50.1363,    82.0000,   516.1180,    88.6302,    91.8924,  1130.5651,     0.2283,   872.0751,    62.8141,     5.0000,     0.0000,          E,          0,    0.43549,     6.0000,     3.8980,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3750,   175.0000,   173.2450,   231.2850,   173.2450,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0459,    25.0000,     0.0000,     0.0000,    52.2964,    82.0000,   532.6564,    89.3357,    92.3959,  1179.2756,     0.2258,   881.3528,    63.6218,     5.0000,     0.0000,          E,          0,    0.43421,     6.0000,     3.8596,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3856,   180.0000,   178.2119,   237.7967,   178.2119,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0443,    25.0000,     0.0000,     0.0000,    54.8004,    82.0000,   551.8270,    90.1483,    92.9723,  1235.7408,     0.2233,   892.0084,    64.5682,     5.0000,     0.0000,          E,          0,    0.43093,     6.0000,     3.8345,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.3961,   185.0000,   183.1841,   244.3061,   183.1841,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0428,    25.0000,     0.0000,     0.0000,    57.4268,    82.0000,   571.9014,    91.0008,    93.5748,  1294.9658,     0.2208,   903.2498,    65.5496,     5.0000,     0.0000,          E,          0,    0.42718,     6.0000,     3.8145,
17 000-4            , 19000.0000,     0.0000, 21000.0000,     0.4067,   190.0000,   188.1592,   250.8102,   188.1592,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0416,    25.0000,     0.0000,     0.0000,    60.1760,    82.0000,   592.7669,    91.7520,    94.1926,  1356.9591,     0.2184,   915.0589,    66.5648,     5.0000,     0.0000,          E,          0,    0.42312,     6.0000,     3.7988,
