                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.2905,   132.2416,   131.0212,   178.4879,   131.0212,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0764,    25.0000,     0.0000,     0.0000,    39.7889,    82.0000,   433.5743,    85.8540,    89.6230,   897.2343,     0.2416,   833.1312,    59.7432,     5.0000,     0.0000,          E,          0,    0.37707,     6.0000,     4.8540,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3008,   137.0000,   135.6863,   184.7699,   135.6863,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0701,    25.0000,     0.0000,     0.0000,    40.3783,    82.0000,   437.3424,    86.0227,    89.7698,   910.5237,     0.2402,   835.3519,    59.9099,     5.0000,     0.0000,          E,          0,    0.38819,     6.0000,     4.6966,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3115,   142.0000,   140.5882,   191.3615,   140.5882,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0645,    25.0000,     0.0000,     0.0000,    40.9973,    82.0000,   441.6392,    86.1381,    89.9084,   924.4823,     0.2389,   837.8372,    60.0780,     5.0000,     0.0000,          E,          0,    0.39933,     6.0000,     4.5454,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3222,   147.0000,   145.4902,   197.9460,   145.4902,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0599,    25.0000,     0.0000,     0.0000,    41.9387,    82.0000,   448.4129,    86.3871,    90.1287,   945.7103,     0.2371,   841.6930,    60.3958,     5.0000,     0.0000,          E,          0,    0.40799,     6.0000,     4.4189,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3329,   152.0000,   150.3973,   204.5291,   150.3973,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0560,    25.0000,     0.0000,     0.0000,    43.1110,    82.0000,   456.9614,    86.7214,    90.4020,   972.1472,     0.2350,   846.4069,    60.8161,     5.0000,     0.0000,          E,          0,    0.41476,     6.0000,     4.3105,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3438,   157.0000,   155.3642,   211.1830,   155.3642,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0526,    25.0000,     0.0000,     0.0000,    44.5042,    82.0000,   467.4307,    87.1407,    90.7290,  1003.5616,     0.2329,   851.9834,    61.3298,     5.0000,     0.0000,          E,          0,    0.41970,     6.0000,     4.2176,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3546,   162.0000,   160.3311,   217.8267,   160.3311,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0498,    25.0000,     0.0000,     0.0000,    46.1132,    82.0000,   479.7399,    87.6792,    91.1183,  1039.8451,     0.2307,   858.7695,    61.9341,     5.0000,     0.0000,          E,          0,    0.42278,     6.0000,     4.1402,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3654,   167.0000,   165.2980,   224.4621,   165.2980,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0476,    25.0000,     0.0000,     0.0000,    48.0312,    82.0000,   494.3829,    88.3708,    91.5895,  1083.0969,     0.2282,   867.3199,    62.6709,     5.0000,     0.0000,          E,          0,    0.42368,     6.0000,     4.0789,
Ilgas 4             , 20000.0000,     0.0000, 20000.0000,     0.3762,   172.0000,   170.2649,   231.0861,   170.2649,   -15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0457,    25.0000,     0.0000,     0.0000,    50.1693,    82.0000,   510.7325,    89.0979,    92.1105,  1131.3105,     0.2257,   876.8783,    63.4951,     5.0000,     0.0000,          E,          0,    0.42309,     6.0000,     4.0296,
