                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.2827,   135.4615,   134.1780,   175.4115,   134.1780,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0760,    25.0000,     0.0000,     0.0000,    40.8741,    82.0000,   455.9972,    85.2352,    89.5123,   921.7042,     0.2474,   830.4755,    58.4929,     5.0000,     0.0000,          E,          0,    0.38468,     6.0000,     4.6519,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.2920,   140.0000,   138.6274,   181.1705,   138.6274,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0701,    25.0000,     0.0000,     0.0000,    41.4012,    82.0000,   459.8541,    85.3886,    89.6438,   933.5898,     0.2463,   832.5072,    58.6308,     5.0000,     0.0000,          E,          0,    0.39397,     6.0000,     4.5253,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3022,   145.0000,   143.5294,   187.5096,   143.5294,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0646,    25.0000,     0.0000,     0.0000,    42.1230,    82.0000,   464.8159,    85.5756,    89.8101,   949.8666,     0.2447,   835.1484,    58.8414,     5.0000,     0.0000,          E,          0,    0.40341,     6.0000,     4.3988,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3124,   150.0000,   148.4314,   193.8409,   148.4314,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0600,    25.0000,     0.0000,     0.0000,    42.9861,    82.0000,   470.9719,    85.7660,    90.0069,   969.3307,     0.2429,   838.5551,    59.1093,     5.0000,     0.0000,          E,          0,    0.41158,     6.0000,     4.2869,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3227,   155.0000,   153.3775,   200.2229,   153.3775,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0561,    25.0000,     0.0000,     0.0000,    44.1130,    82.0000,   479.1776,    86.0415,    90.2615,   994.7418,     0.2409,   842.9189,    59.4875,     5.0000,     0.0000,          E,          0,    0.41785,     6.0000,     4.1912,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3330,   160.0000,   158.3444,   206.6244,   158.3444,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0528,    25.0000,     0.0000,     0.0000,    45.5028,    82.0000,   489.4297,    86.3974,    90.5702,  1026.0820,     0.2385,   848.1794,    59.9739,     5.0000,     0.0000,          E,          0,    0.42217,     6.0000,     4.1110,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3434,   165.0000,   163.3112,   213.0176,   163.3112,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0499,    25.0000,     0.0000,     0.0000,    47.1471,    82.0000,   501.6498,    86.8517,    90.9270,  1063.1591,     0.2359,   854.3165,    60.5630,     5.0000,     0.0000,          E,          0,    0.42463,     6.0000,     4.0450,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3536,   170.0000,   168.2781,   219.4033,   168.2781,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0477,    25.0000,     0.0000,     0.0000,    49.0049,    82.0000,   515.4185,    87.4008,    91.3210,  1105.0536,     0.2332,   861.2093,    61.2343,     5.0000,     0.0000,          E,          0,    0.42568,     6.0000,     3.9900,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3639,   175.0000,   173.2450,   225.7822,   173.2450,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0457,    25.0000,     0.0000,     0.0000,    51.1145,    82.0000,   531.5225,    88.0945,    91.7876,  1152.6244,     0.2306,   869.6207,    62.0027,     5.0000,     0.0000,          E,          0,    0.42478,     6.0000,     3.9486,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3742,   180.0000,   178.2119,   232.1518,   178.2119,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0441,    25.0000,     0.0000,     0.0000,    53.5153,    82.0000,   550.0453,    88.8915,    92.3196,  1206.7610,     0.2279,   879.3521,    62.8829,     5.0000,     0.0000,          E,          0,    0.42206,     6.0000,     3.9200,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3845,   185.0000,   183.1841,   238.5202,   183.1841,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0427,    25.0000,     0.0000,     0.0000,    56.1603,    82.0000,   570.4639,    89.7291,    92.8998,  1266.4056,     0.2252,   890.0640,    63.8516,     5.0000,     0.0000,          E,          0,    0.41812,     6.0000,     3.9010,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3947,   190.0000,   188.1592,   244.8845,   188.1592,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0415,    25.0000,     0.0000,     0.0000,    58.9114,    82.0000,   591.5556,    90.5653,    93.4909,  1328.4423,     0.2227,   901.0945,    64.8466,     5.0000,     0.0000,          E,          0,    0.41397,     6.0000,     3.8857,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.4050,   195.0000,   193.1344,   251.2392,   193.1344,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0405,    25.0000,     0.0000,     0.0000,    61.9820,    82.0000,   614.9122,    91.5187,    94.1408,  1397.6835,     0.2200,   912.8500,    65.9585,     5.0000,     0.0000,          E,          0,    0.40858,     6.0000,     3.8804,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.4152,   200.0000,   198.1095,   257.5868,   198.1095,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0396,    25.0000,     0.0000,     0.0000,    65.2872,    82.0000,   640.1168,    92.3965,    94.8345,  1472.2167,     0.2174,   925.8102,    67.1516,     5.0000,     0.0000,          E,          0,    0.40241,     6.0000,     3.8826,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.4254,   205.0000,   203.0846,   263.9238,   203.0846,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0389,    25.0000,     0.0000,     0.0000,    68.8185,    82.0000,   670.0367,    93.3466,    95.6077,  1551.8462,     0.2159,   940.4381,    68.4272,     5.0000,     0.0000,          E,          0,    0.39389,     6.0000,     3.9028,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.4356,   210.0000,   208.0598,   270.2527,   208.0598,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0382,    25.0000,     0.0000,     0.0000,    72.6705,    82.0000,   703.2271,    94.2889,    96.4459,  1638.7079,     0.2146,   956.5512,    70.7427,     5.0000,     0.0000,          E,          0,    0.38430,     6.0000,     3.9342,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.4433,   213.7593,   211.8003,   275.0052,   211.8003,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0378,    25.0000,     0.0000,     0.0000,    75.6406,    82.0000,   731.3229,    95.0175,    97.1278,  1705.6841,     0.2144,   969.8011,    72.9978,     5.0000,     0.0000,          E,          0,    0.37604,     6.0000,     3.9684,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3558,   171.0596,   169.3307,   220.7558,     1.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0472,    25.0000,     0.0000,     0.0000,    49.4272,    82.0000,   518.5316,    87.5337,    91.4111,  1114.5746,     0.2326,   862.8255,    61.3875,     5.0000,     0.0000,          E,          0,    0.42573,     6.0000,     3.9797,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.3759,   180.8136,   179.0201,   233.1877,     0.9900,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0439,    25.0000,     0.0000,     0.0000,    53.9323,    82.0000,   553.2654,    89.0296,    92.4116,  1216.1654,     0.2275,   881.0491,    63.0360,     5.0000,     0.0000,          E,          0,    0.42148,     6.0000,     3.9164,
17 000-7            , 17500.0000,     0.0000, 21000.0000,     0.4433,   213.7593,   211.8003,   275.0057,   999.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0378,    25.0000,     0.0000,     0.0000,    75.6410,    82.0000,   731.3263,    95.0176,    97.1279,  1705.6917,     0.2144,   969.8027,    72.9981,     5.0000,     0.0000,          E,          0,    0.37604,     6.0000,     3.9684,
