                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.2886,   135.5031,   134.2188,   178.3459,   134.2188,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0761,    25.0000,     0.0000,     0.0000,    41.6000,    82.0000,   455.9366,    85.9206,    89.8550,   938.0732,     0.2430,   836.4888,    59.5023,     5.0000,     0.0000,          E,          0,    0.39116,     6.0000,     4.5750,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.2980,   140.0000,   138.6274,   184.1402,   138.6274,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0702,    25.0000,     0.0000,     0.0000,    42.1514,    82.0000,   459.5731,    86.0685,    89.9880,   950.5073,     0.2418,   838.4600,    59.6502,     5.0000,     0.0000,          E,          0,    0.40068,     6.0000,     4.4508,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3084,   145.0000,   143.5294,   190.5775,   143.5294,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0647,    25.0000,     0.0000,     0.0000,    42.7801,    82.0000,   463.8355,    86.1781,    90.1254,   964.6844,     0.2404,   840.7940,    59.8158,     5.0000,     0.0000,          E,          0,    0.41087,     6.0000,     4.3228,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3188,   150.0000,   148.4314,   197.0061,   148.4314,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0601,    25.0000,     0.0000,     0.0000,    43.6845,    82.0000,   470.3275,    86.3815,    90.3284,   985.0783,     0.2387,   844.3026,    60.1035,     5.0000,     0.0000,          E,          0,    0.41887,     6.0000,     4.2147,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3293,   155.0000,   153.3775,   203.4862,   153.3775,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0562,    25.0000,     0.0000,     0.0000,    44.8442,    82.0000,   478.7858,    86.6948,    90.5875,  1011.2292,     0.2367,   848.8474,    60.4998,     5.0000,     0.0000,          E,          0,    0.42500,     6.0000,     4.1221,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3398,   160.0000,   158.3444,   209.9846,   158.3444,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0529,    25.0000,     0.0000,     0.0000,    46.2566,    82.0000,   489.1769,    87.0910,    90.8979,  1043.0786,     0.2345,   854.2249,    61.0018,     5.0000,     0.0000,          E,          0,    0.42926,     6.0000,     4.0440,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3503,   165.0000,   163.3112,   216.4742,   163.3112,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0500,    25.0000,     0.0000,     0.0000,    47.8487,    82.0000,   501.2121,    87.5539,    91.2495,  1078.9806,     0.2323,   860.2614,    61.5744,     5.0000,     0.0000,          E,          0,    0.43190,     6.0000,     3.9784,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3608,   170.0000,   168.2781,   222.9560,   168.2781,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0478,    25.0000,     0.0000,     0.0000,    49.7570,    82.0000,   515.8135,    88.2052,    91.6912,  1122.0112,     0.2299,   868.2506,    62.2777,     5.0000,     0.0000,          E,          0,    0.43224,     6.0000,     3.9282,
17 000-13           , 18500.0000,     0.0000, 21000.0000,     0.3713,   175.0000,   173.2450,   229.4299,   173.2450,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0458,    25.0000,     0.0000,     0.0000,    51.8906,    82.0000,   532.1775,    88.9265,    92.1813,  1170.1254,     0.2274,   877.2249,    63.0678,     5.0000,     0.0000,          E,          0,    0.43112,     6.0000,     3.8887,
