                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3047,   138.8204,   137.4710,   187.1709,   137.4710,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0761,    25.0000,     0.0000,     0.0000,    45.6782,    82.0000,   478.6027,    88.4042,    91.2312,  1030.0363,     0.2323,   860.4459,    62.4704,     5.0000,     0.0000,          E,          0,    0.39108,     6.0000,     4.4804,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3136,   143.0000,   141.5686,   192.6799,   141.5686,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0708,    25.0000,     0.0000,     0.0000,    46.0369,    82.0000,   481.0367,    88.3988,    91.2874,  1038.1239,     0.2317,   861.3842,    62.5188,     5.0000,     0.0000,          E,          0,    0.40055,     6.0000,     4.3649,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3244,   148.0000,   146.4706,   199.2621,   146.4706,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0653,    25.0000,     0.0000,     0.0000,    46.6957,    82.0000,   485.7941,    88.4901,    91.4165,  1052.9800,     0.2307,   863.5615,    62.6826,     5.0000,     0.0000,          E,          0,    0.41018,     6.0000,     4.2446,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3351,   153.0000,   151.3907,   205.8600,   151.3907,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0607,    25.0000,     0.0000,     0.0000,    47.6782,    82.0000,   493.1417,    88.7071,    91.6317,  1075.1367,     0.2293,   867.2001,    62.9945,     5.0000,     0.0000,          E,          0,    0.41745,     6.0000,     4.1443,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3459,   158.0000,   156.3576,   212.5123,   156.3576,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0568,    25.0000,     0.0000,     0.0000,    48.9554,    82.0000,   502.8379,    89.0384,    91.9232,  1103.9365,     0.2277,   872.0994,    63.4362,     5.0000,     0.0000,          E,          0,    0.42263,     6.0000,     4.0602,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3567,   163.0000,   161.3245,   219.1542,   161.3245,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0534,    25.0000,     0.0000,     0.0000,    50.3156,    82.0000,   513.0632,    89.4321,    92.2378,  1134.6090,     0.2261,   877.8326,    63.9055,     5.0000,     0.0000,          E,          0,    0.42715,     6.0000,     3.9838,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3675,   168.0000,   166.2914,   225.7875,   166.2914,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0505,    25.0000,     0.0000,     0.0000,    51.8781,    82.0000,   524.8553,    89.9116,    92.5981,  1169.8439,     0.2243,   884.6782,    64.4579,     5.0000,     0.0000,          E,          0,    0.43019,     6.0000,     3.9190,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3783,   173.0000,   171.2583,   232.4100,   171.2583,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0483,    25.0000,     0.0000,     0.0000,    53.9521,    82.0000,   540.6907,    90.5947,    93.0907,  1216.6102,     0.2222,   893.8771,    65.2367,     5.0000,     0.0000,          E,          0,    0.42984,     6.0000,     3.8754,
Ilgas 3             , 20000.0000,     0.0000, 22000.0000,     0.3891,   178.0000,   176.2252,   239.0237,   176.2252,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0463,    25.0000,     0.0000,     0.0000,    56.2766,    82.0000,   558.5081,    91.2451,    93.6507,  1269.0288,     0.2201,   905.0311,    66.1147,     5.0000,     0.0000,          E,          0,    0.42797,     6.0000,     3.8427,
