                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.2977,   135.5695,   134.2838,   181.0334,   134.2838,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0760,    25.0000,     0.0000,     0.0000,    42.1345,    82.0000,   448.7175,    86.1987,    89.4793,   950.1252,     0.2361,   831.7763,    60.3489,     5.0000,     0.0000,          E,          0,    0.40345,     6.0000,     4.4672,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3072,   140.0000,   138.6274,   186.8180,   138.6274,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0703,    25.0000,     0.0000,     0.0000,    42.6428,    82.0000,   452.0186,    86.2825,    89.5845,   961.5875,     0.2350,   833.5023,    60.4700,     5.0000,     0.0000,          E,          0,    0.41330,     6.0000,     4.3466,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3179,   145.0000,   143.5294,   193.3396,   143.5294,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0648,    25.0000,     0.0000,     0.0000,    43.2414,    82.0000,   456.2566,    86.3636,    89.7031,   975.0868,     0.2340,   835.5411,    60.6117,     5.0000,     0.0000,          E,          0,    0.42375,     6.0000,     4.2219,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3286,   150.0000,   148.4314,   199.8518,   148.4314,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0602,    25.0000,     0.0000,     0.0000,    44.1569,    82.0000,   463.0202,    86.5836,    89.9067,   995.7300,     0.2325,   838.9869,    60.8961,     5.0000,     0.0000,          E,          0,    0.43163,     6.0000,     4.1182,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3394,   155.0000,   153.3775,   206.4143,   153.3775,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0562,    25.0000,     0.0000,     0.0000,    45.3384,    82.0000,   471.8865,    86.9147,    90.1794,  1022.3740,     0.2308,   843.5524,    61.2948,     5.0000,     0.0000,          E,          0,    0.43742,     6.0000,     4.0302,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3503,   160.0000,   158.3444,   212.9955,   158.3444,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0529,    25.0000,     0.0000,     0.0000,    46.7887,    82.0000,   482.8660,    87.3575,    90.5208,  1055.0775,     0.2288,   849.2278,    61.8067,     5.0000,     0.0000,          E,          0,    0.44111,     6.0000,     3.9572,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3611,   165.0000,   163.3112,   219.5662,   163.3112,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0501,    25.0000,     0.0000,     0.0000,    48.2961,    82.0000,   494.0963,    87.8447,    90.8815,  1089.0704,     0.2268,   855.8673,    62.3317,     5.0000,     0.0000,          E,          0,    0.44438,     6.0000,     3.8899,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3719,   170.0000,   168.2781,   226.1278,   168.2781,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0478,    25.0000,     0.0000,     0.0000,    50.2183,    82.0000,   508.5471,    88.4845,    91.3457,  1132.4138,     0.2245,   864.3361,    63.0346,     5.0000,     0.0000,          E,          0,    0.44465,     6.0000,     3.8410,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3826,   175.0000,   173.2450,   232.6805,   173.2450,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0459,    25.0000,     0.0000,     0.0000,    52.4189,    82.0000,   525.0784,    89.2126,    91.8674,  1182.0386,     0.2221,   873.8720,    63.8495,     5.0000,     0.0000,          E,          0,    0.44313,     6.0000,     3.8038,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.3934,   180.0000,   178.2119,   239.2224,   178.2119,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0442,    25.0000,     0.0000,     0.0000,    54.9309,    82.0000,   544.1283,    90.0201,    92.4748,  1238.6836,     0.2196,   885.2580,    64.7870,     5.0000,     0.0000,          E,          0,    0.43964,     6.0000,     3.7794,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.4041,   185.0000,   183.1841,   245.7609,   183.1841,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0428,    25.0000,     0.0000,     0.0000,    57.4986,    82.0000,   563.3501,    90.7237,    93.0820,  1296.5851,     0.2172,   896.9968,    65.7285,     5.0000,     0.0000,          E,          0,    0.43625,     6.0000,     3.7571,
Ilgas 13            , 20000.0000,    -5.0000, 21000.0000,     0.4149,   190.0000,   188.1592,   252.2934,   188.1592,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0416,    25.0000,     0.0000,     0.0000,    60.2631,    82.0000,   586.2957,    91.5473,    93.7536,  1358.9238,     0.2157,   909.3216,    66.7361,     5.0000,     0.0000,          E,          0,    0.43032,     6.0000,     3.7508,
