                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.2856,   135.4823,   134.1983,   178.6129,   134.1983,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0762,    25.0000,     0.0000,     0.0000,    41.7711,    82.0000,   462.1833,    86.4656,    90.5960,   941.9318,     0.2453,   847.7366,    59.7213,     5.0000,     0.0000,          E,          0,    0.38645,     6.0000,     4.6032,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.2950,   140.0000,   138.6274,   184.4466,   138.6274,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0703,    25.0000,     0.0000,     0.0000,    42.3327,    82.0000,   466.1302,    86.6247,    90.7344,   954.5959,     0.2442,   849.8600,    59.8792,     5.0000,     0.0000,          E,          0,    0.39570,     6.0000,     4.4790,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3053,   145.0000,   143.5294,   190.8971,   143.5294,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0648,    25.0000,     0.0000,     0.0000,    42.9683,    82.0000,   470.4100,    86.7561,    90.8763,   968.9283,     0.2427,   852.1985,    60.0555,     5.0000,     0.0000,          E,          0,    0.40581,     6.0000,     4.3500,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3156,   150.0000,   148.4314,   197.3400,   148.4314,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0602,    25.0000,     0.0000,     0.0000,    43.8986,    82.0000,   477.1467,    86.9659,    91.0872,   989.9058,     0.2410,   855.8779,    60.3658,     5.0000,     0.0000,          E,          0,    0.41358,     6.0000,     4.2422,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3260,   155.0000,   153.3775,   203.8341,   153.3775,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0563,    25.0000,     0.0000,     0.0000,    45.0861,    82.0000,   485.9017,    87.2598,    91.3545,  1016.6844,     0.2390,   860.5050,    60.7884,     5.0000,     0.0000,          E,          0,    0.41950,     6.0000,     4.1500,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3364,   160.0000,   158.3444,   210.3477,   158.3444,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0530,    25.0000,     0.0000,     0.0000,    46.4841,    82.0000,   496.2989,    87.6460,    91.6626,  1048.2090,     0.2367,   865.9265,    61.3001,     5.0000,     0.0000,          E,          0,    0.42383,     6.0000,     4.0709,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3468,   165.0000,   163.3112,   216.8520,   163.3112,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0501,    25.0000,     0.0000,     0.0000,    48.0962,    82.0000,   508.3463,    88.0997,    92.0087,  1084.5610,     0.2344,   871.9901,    61.9015,     5.0000,     0.0000,          E,          0,    0.42658,     6.0000,     4.0043,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3572,   170.0000,   168.2781,   223.3485,   168.2781,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0479,    25.0000,     0.0000,     0.0000,    50.0301,    82.0000,   523.1995,    88.7235,    92.4410,  1128.1720,     0.2319,   879.7567,    62.6410,     5.0000,     0.0000,          E,          0,    0.42689,     6.0000,     3.9544,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3676,   175.0000,   173.2450,   229.8384,   173.2450,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0459,    25.0000,     0.0000,     0.0000,    52.1724,    82.0000,   539.8312,    89.4435,    92.9258,  1176.4800,     0.2294,   888.6979,    63.4635,     5.0000,     0.0000,          E,          0,    0.42576,     6.0000,     3.9151,
Vidutinis 5         , 18000.0000,     5.0000, 21000.0000,     0.3779,   180.0000,   178.2119,   236.3181,   178.2119,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0443,    25.0000,     0.0000,     0.0000,    54.6540,    82.0000,   559.1651,    90.2567,    93.4842,  1232.4385,     0.2269,   899.0875,    64.4277,     5.0000,     0.0000,          E,          0,    0.42263,     6.0000,     3.8895,
