                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.2759,   132.1421,   130.9236,   171.1958,   130.9236,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0761,    25.0000,     0.0000,     0.0000,    38.1207,    82.0000,   434.6199,    84.2285,    88.8247,   859.6157,     0.2528,   819.1186,    57.5181,     5.0000,     0.0000,          E,          0,    0.39390,     6.0000,     4.6416,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.2859,   137.0000,   135.6863,   177.3644,   135.6863,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0697,    25.0000,     0.0000,     0.0000,    38.6238,    82.0000,   438.7281,    84.4211,    88.9837,   870.9597,     0.2519,   821.6230,    57.6060,     5.0000,     0.0000,          E,          0,    0.40427,     6.0000,     4.5033,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.2961,   142.0000,   140.5882,   183.7063,   140.5882,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0642,    25.0000,     0.0000,     0.0000,    39.3815,    82.0000,   444.3044,    84.6680,    89.1779,   888.0463,     0.2502,   824.7231,    57.7673,     5.0000,     0.0000,          E,          0,    0.41347,     6.0000,     4.3782,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3063,   147.0000,   145.4902,   190.0423,   145.4902,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0596,    25.0000,     0.0000,     0.0000,    40.2851,    82.0000,   450.6336,    84.8907,    89.3813,   908.4230,     0.2480,   828.1243,    57.9688,     5.0000,     0.0000,          E,          0,    0.42172,     6.0000,     4.2655,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3165,   152.0000,   150.3973,   196.3784,   150.3973,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0557,    25.0000,     0.0000,     0.0000,    41.3609,    82.0000,   458.2652,    85.1253,    89.6081,   932.6816,     0.2457,   832.0109,    58.3209,     5.0000,     0.0000,          E,          0,    0.42853,     6.0000,     4.1668,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3269,   157.0000,   155.3642,   202.7841,   155.3642,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0523,    25.0000,     0.0000,     0.0000,    42.6781,    82.0000,   467.9056,    85.4662,    89.9070,   962.3834,     0.2431,   837.1054,    58.7861,     5.0000,     0.0000,          E,          0,    0.43339,     6.0000,     4.0827,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3372,   162.0000,   160.3311,   209.1823,   160.3311,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0496,    25.0000,     0.0000,     0.0000,    44.3314,    82.0000,   480.2024,    85.9221,    90.2827,   999.6669,     0.2402,   843.4768,    59.3918,     5.0000,     0.0000,          E,          0,    0.43561,     6.0000,     4.0166,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3475,   167.0000,   165.2980,   215.5731,   165.2980,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0473,    25.0000,     0.0000,     0.0000,    46.2643,    82.0000,   494.6758,    86.4554,    90.7102,  1043.2534,     0.2371,   850.7046,    60.1095,     5.0000,     0.0000,          E,          0,    0.43579,     6.0000,     3.9647,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3578,   172.0000,   170.2649,   221.9556,   170.2649,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0454,    25.0000,     0.0000,     0.0000,    48.2780,    82.0000,   509.6063,    87.0794,    91.1435,  1088.6606,     0.2341,   858.3124,    60.8489,     5.0000,     0.0000,          E,          0,    0.43554,     6.0000,     3.9179,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3680,   177.0000,   175.2318,   228.3305,   175.2318,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0438,    25.0000,     0.0000,     0.0000,    50.6054,    82.0000,   527.1746,    87.8424,    91.6526,  1141.1440,     0.2310,   867.4467,    61.7113,     5.0000,     0.0000,          E,          0,    0.43312,     6.0000,     3.8855,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3783,   182.0000,   180.1991,   234.6984,   180.1991,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0424,    25.0000,     0.0000,     0.0000,    53.1354,    82.0000,   546.7396,    88.6877,    92.2144,  1198.1958,     0.2282,   877.7092,    62.6453,     5.0000,     0.0000,          E,          0,    0.42927,     6.0000,     3.8634,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3886,   187.0000,   185.1742,   241.0675,   185.1742,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0412,    25.0000,     0.0000,     0.0000,    55.9263,    82.0000,   568.3265,    89.5870,    92.8275,  1261.1294,     0.2253,   889.0308,    63.6737,     5.0000,     0.0000,          E,          0,    0.42417,     6.0000,     3.8509,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3988,   192.0000,   190.1493,   247.4271,   190.1493,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0402,    25.0000,     0.0000,     0.0000,    58.9016,    82.0000,   591.1935,    90.5018,    93.4697,  1328.2211,     0.2226,   900.9805,    64.7614,     5.0000,     0.0000,          E,          0,    0.41852,     6.0000,     3.8443,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.4091,   197.0000,   195.1244,   253.7796,   195.1244,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0394,    25.0000,     0.0000,     0.0000,    62.1059,    82.0000,   615.4064,    91.5074,    94.1381,  1400.4774,     0.2197,   912.7136,    65.9253,     5.0000,     0.0000,          E,          0,    0.41238,     6.0000,     3.8435,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.4193,   202.0000,   200.0995,   260.1220,   200.0995,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0386,    25.0000,     0.0000,     0.0000,    65.5503,    82.0000,   641.7235,    92.4303,    94.8630,  1478.1489,     0.2171,   926.2410,    67.1767,     5.0000,     0.0000,          E,          0,    0.40535,     6.0000,     3.8510,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.4295,   207.0000,   205.0747,   266.4573,   205.0747,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0380,    25.0000,     0.0000,     0.0000,    69.2731,    82.0000,   673.4699,    93.4358,    95.6803,  1562.0974,     0.2156,   941.7130,    68.5272,     5.0000,     0.0000,          E,          0,    0.39565,     6.0000,     3.8786,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.4397,   212.0000,   210.0497,   272.7821,   210.0497,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0375,    25.0000,     0.0000,     0.0000,    73.2318,    82.0000,   707.6055,    94.3904,    96.5392,  1651.3662,     0.2142,   958.2598,    71.0358,     5.0000,     0.0000,          E,          0,    0.38550,     6.0000,     3.9138,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.4462,   215.2066,   213.2404,   276.8332,   213.2404,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0371,    25.0000,     0.0000,     0.0000,    75.8198,    82.0000,   732.4932,    95.0332,    97.1397,  1709.7251,     0.2142,   969.9355,    72.9980,     5.0000,     0.0000,          E,          0,    0.37793,     6.0000,     3.9464,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3526,   169.5114,   167.7928,   218.7797,     1.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0463,    25.0000,     0.0000,     0.0000,    47.2441,    82.0000,   501.9655,    86.7497,    90.9216,  1065.3480,     0.2356,   854.3751,    60.4687,     5.0000,     0.0000,          E,          0,    0.43585,     6.0000,     3.9399,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.3727,   179.2797,   177.4964,   231.2351,     0.9900,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0431,    25.0000,     0.0000,     0.0000,    51.7340,    82.0000,   535.9022,    88.2206,    91.9040,  1166.5935,     0.2297,   872.0165,    62.1285,     5.0000,     0.0000,          E,          0,    0.43149,     6.0000,     3.8744,
17 000-6            , 17500.0000,     0.0000, 20000.0000,     0.4462,   215.2066,   213.2404,   276.8330,   999.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0371,    25.0000,     0.0000,     0.0000,    75.8198,    82.0000,   732.4927,    95.0332,    97.1397,  1709.7238,     0.2142,   969.9350,    72.9980,     5.0000,     0.0000,          E,          0,    0.37793,     6.0000,     3.9464,
